ID,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,Subsection Name,Subsection Description,NTEE_CD,Category,IRS_NTEE_Code2_Description,AFFILIATION,Aff_Type,IRS_Affiliation_Codes_Description,Ded_Code,Ded_Description,Foundation_Code,Foundation_Description,Org_Code,Org_Description,EO_Status_Code,EO_Description,Asset_Income_Code,IRS_Asset_Income_Codes_Description,Filing_Code,IRS_Filing_Codes_Description,PF_Filing_Code,IRS_PF_Filing_Codes_Description,ASSET_AMT,INCOME_AMT,REVENUE_AMT
,260825403,HISPANIC ALLIANCE FOR NONPROFITS DEVELOPMENT AND SERVICES HANDS INC,% RAFAEL SANTIAGO,148 CALLE NOGAL,GUAYNABO,PR,00969-3934,Charitable and religious,Charitable and religious,S50,Community Improvement, Capacity Building,Nonprofit Management,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,264594727,EDUCATION DIVISION STUDENT ACTIVITY FUND,,UNIT 29649 BOX 7000,APO,AE,09002-9649,Charitable and religious,Charitable and religious,B12,Education,Fund Raising and/or Fund Distribution,3,Independent,,1,Contributions are deductible. ,16,,5,Association,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,58896
,264670580,FLORIDA CHAPTER OF THE ALLIANCE OF DIVINE LOVE INC,% REV ROSA I LOPEZ DEL VALLE,HC 3 BOX 36652,CAGUAS,PR,00725-9729,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,264751198,CASTANER DIGITAL INC,% RICHARD GROFF,1848 CALLE INFANTA,PONCE,PR,00716-0506,Charitable and religious,Charitable and religious,A80,Arts, Culture and Humanities,Historical Societies, Related Historical Activities,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,270068896,POWER FOUNDATION MINISTRIES,% DEAN ANTHONY BASCOMBE,PSC 10 BOX 428,APO,AE,09142-0005,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,271098536,WOMEN IN AVIATION INTERNATIONAL,,PSC 37 BOX 3515,APO,AE,09459-0036,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,271301669,GREATER BAVARIAN BOWLING ASSOCIATION,% ERNEST ROTH,CMR 411 BOX 3022,APO,AE,09112-0031,Charitable and religious,Charitable and religious,N60,Recreation, Sports, Leisure, Athletics,,Amateur Sports Clubs, Leagues, N.E.C.,,3,Independent,1,Contributions are deductible. ,16,5,Association,,1,,Unconditional Exemption,0,0
,271934087,GOOD SAMARITAN FOUNDATION OF HAITI INC,% PAMELA SOLMAN,606 LITTLE LA GRANGE,FREDERIKSTED,VI,00840-3794,Charitable and religious,Charitable and religious,T30,Philanthropy, Voluntarism and Grantmaking Foundations,Public Foundations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,4,100,,000 to 499,,999,1,0
,271982987,JUST FOR HIM-J4H-MINISTRY,% MICHELE JOHNSON,PSC 10,APO,AE,09142-9998,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,15,5,Association,1,Unconditional Exemption,0,0,,2,,0,0,0
,273792922,GUARDIAN ANGEL ANIMAL SHELTER HOME FOR THE UNWANTED,,PO BOX 1725,LARES,PR,00669-1725,Charitable and religious,Charitable and religious,D20,Animal-Related,Animal Protection and Welfare,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,273993029,FRIENDS OF THE 66TH MI BRIGADE,% TREASURER,CMR 467 BOX 3444,APO,AE,09096-0035,Charitable and religious,Charitable and religious,W20,Public, Society Benefit - Multipurpose and Other,Government and Public Administration,3,,Independent,1,Contributions are deductible. ,,15,5,Association,1,Unconditional Exemption,0,0,,2,,0,0,0
,274353456,MISAWA MENS VARSITY SOFTBALL BOOSTER CLUB,,PSC 76 BOX 5575,APO,AP,96319-0056,Charitable and religious,Charitable and religious,N63,Recreation, Sports, Leisure, Athletics,,Baseball, Softball,3,,Independent,1,Contributions are deductible. ,16,5,Association,1,,Unconditional Exemption,,0,0,2
,274533508,YWJ ENTERPRISES,% JUAN M BORGE,URB PASEO SOL Y MAR 623 CALLE PERLA,JUANA DIAZ,PR,00795-0000,Charitable and religious,Charitable and religious,X20,Religion-Related, Spiritual Development,Christian,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,275061961,AGAINST THE ODDS MENTORING SERVICES,% APRIL RECTOR,PSC 561 BOX 328,FPO,AP,96310-0004,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,275158782,GARY AND JEANNIE GREEN FAMILY CHARITABLE FOUNDATION INC,% GARY L GREEN,PO BOX 190,ST THOMAS,VI,00804-0190,Charitable and religious,Charitable and religious,T90,Philanthropy, Voluntarism and Grantmaking Foundations,Named Trusts/Foundations N.E.C.,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,0,1
,300003094,ALOFA TUNOA SAMOA MEDICAL SUPPLY,% SANDRA G SCANLAN,PO BOX 523,PAGO PAGO,AS,96799-0523,Charitable and religious,Charitable and religious,P82,Human Services - Multipurpose and Other,Developmentally Disabled Centers, Services,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,1,1 to 9,,999,,2,0,0
,300154886,SUENOS DORADOS DEL ENVEJECIENTE INC,% ANNIE MARTIN,PO BOX 376,BAJADERO,PR,00616-0376,Charitable and religious,Charitable and religious,L21,Housing, Shelter,Public Housing Facilities,3,,Independent,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,0,0,,0,,,1,0
,300433120,FURIOUS RACING TEAM INC,% WILLIAM HARVEY,PO BOX 3846,KINGSHILL,VI,00851-3846,Charitable and religious,Charitable and religious,T20,Philanthropy, Voluntarism and Grantmaking Foundations,Private Grantmaking Foundations,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,300606995,MISSIONARY SISTERS OF THE IMMACULATE HEART OF MARY,% EDWARD CAVE,PO BOX 95,FREDERIKSTED,VI,00841-0095,Charitable and religious,Charitable and religious,X22,Religion-Related, Spiritual Development,Roman Catholic,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,13,,0,,
,310922542,DISABLED AMERICAN VETERANS,%,PO BOX 2435,ISABELA,PR,00662-9435,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,W30,Public,, Society Benefit - Multipurpose and Other,Military, Veterans' Organizations,,9,Subordinate,1,Contributions are deductible. ,,5,Association,,1,,Unconditional Exemption,0,0
,311178910,AMERICAN SOCIETY OF AGRICULTURAL ENGINEERS,% MEGH GOYAL,PO BOX 86,RINCON,PR,00677-0086,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,311254176,ACTS ONE-WAY APOSTALIC CHURCH INC,,CMR 665,APO,AE,09175-0000,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,311390717,IGLESIA EVANGELICA MISIONERA DISTRITO DE PUERTO RICO,,PO BOX 71325,SAN JUAN,PR,00936-8425,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,1,,0,,,,
,311390720,PRIMERA IEM DE ARECIBO,,9A CALLE 2,ARECIBO,PR,00612-4279,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,311392381,IEM AL AMPARO DE LA ROCA,,HC 3 BOX 7935,LAS PIEDRAS,PR,00771-9348,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,311483363,MISION CHRISTIANA JEHOVA-NISI,,PO BOX 8758,HUMACAO,PR,00792-8758,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,311555189,CITY OF REFUGE INC,,PO BOX 7795,CHRISTIANSTED,VI,00823-7795,Charitable and religious,Charitable and religious,X20Z,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,6,0,
,311624711,IGLESIA EVAN MIS FE Y OBRA,,PO BOX 9458,ARECIBO,PR,00613-9458,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,311624936,HUMPHREY FOUNDATION,% WILLIAM W HUMPHREY,PO BOX 25136,CHRISTIANSTED,VI,00824-1136,Charitable and religious,Charitable and religious,T20,Philanthropy, Voluntarism and Grantmaking Foundations,Private Grantmaking Foundations,3,,Independent,1,Contributions are deductible. ,,,2,Trust,1,Unconditional Exemption,1,1 to 9,,999,,0,1,68977
,311752523,ST JOHN ARTS FESTIVAL INC,% FRANK LANGLEY,PO BOX 1376,ST JOHN,VI,00831-1376,Charitable and religious,Charitable and religious,A23,Arts, Culture and Humanities,Cultural, Ethnic Awareness,,3,Independent,1,,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,1,,1 to 9,,999,2,0
,311775402,EL CENTRO ISLAMICO EN PUERTO RICO,% TAWFIG ABUOSBA,PO BOX 25309,SAN JUAN,PR,00928-5309,Charitable and religious,Charitable and religious,X40,Religion-Related, Spiritual Development,Islamic,3,,Independent,1,Contributions are deductible. ,,10,1,Corporation,1,Unconditional Exemption,0,0,,6,,0,,
,311781909,FREE SOCIETY PROJECT INC,% MARIA WERLAU,PO BOX 9020365,SAN JUAN,PR,00902-0365,Charitable and religious,Charitable and religious,A80,Arts, Culture and Humanities,Historical Societies, Related Historical Activities,,3,Independent,1,,Contributions are deductible. ,16,1,Corporation,1,Unconditional Exemption,0,,0,,2,0,0
,320276763,MOMS CLUB,% ANNA GARZA,PSC 9 BOX 4952,APO,AE,09123-0050,Charitable and religious,Charitable and religious,P3C,,,9,Subordinate,,1,Contributions are deductible. ,16,,5,Association,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,331225919,DAEGU CIVILIAN & SPOUSES CLUB,% JILL VANIMAN- PRESIDENT,19TH ESC UNIT 1501A APPLE TREE GIFT,APO,AP,96218-0000,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,5,Association,1,Unconditional Exemption,0,0,2,,0,,,,
,363297660,STEPHENSON FAMILY FOUNDATION,,6110 ESTATE PETERBORG,ST THOMAS,VI,00802-3407,Charitable and religious,Charitable and religious,T99Z,,,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,0,1,43878
,363734856,NEW APOSTOLIC CHURCH OF RITA MAJURO MH,% REV BARTIN NAISHER,PO BOX 1066,MAJURO,MH,96960-1066,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,363734858,NEW APOSTOLIC CHURCH OF LONG ISLAND MAJURO MH,% MR TONY MOKKA,PO BOX 3351,MAJURO,MH,96960-3351,Charitable and religious,Charitable and religious,,,,9,Subordinate,,1,Contributions are deductible. ,10,,5,Association,1,Unconditional Exemption,0,0,6,,0,,,,
,363760877,MESSIANIC CHURCH FOR DIVINE LAW AND CHRISTIAN SCIENCE INC,,PO BOX 19887,SAN JUAN,PR,00910-1887,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,10,,1,Corporation,1,Unconditional Exemption,0,0,6,,0,,,,
,363982157,ROTARY INTERNATIONAL,% PRESIDENT ROTARY 2 OF ST THOMAS,PO BOX 8240,SAINT THOMAS,VI,00801-1240,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,4,,100,000 to 499,999
,363984497,AYUDA NETWORK INC,% KONRAD S REYES,PO BOX 503019,SAIPAN,MP,96950-3019,Charitable and religious,Charitable and religious,P01,Human Services - Multipurpose and Other,Alliance/Advocacy Organizations,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,1,0,97448
,363986075,ROTARY INTERNATIONAL,% STEPHEN COZIER,PO BOX 224515,CHRISTIANSTED,VI,00822-4515,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,3,,25,000 to 99,999
,363986199,ROTARY INTERNATIONAL,% HECTOR AVILES S,PO BOX 99,QUEBRADILLAS,PR,00678-0099,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,363986373,ROTARY INTERNATIONAL,% JOSE L MELENDEZ,PO BOX 394,MANATI,PR,00674-0394,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,363986500,ROTARY INTERNATIONAL,% EL ISLA VERDE-CAROLINA,PO BOX 3885,CAROLINA,PR,00984-3885,Social Welfare Orgs,Seven of 10 of the largrest organizations by gross receipts are in the health care field, and provide social welfare services, such as dental benefit coverage or medicaid and medical and prescription drug services. However, among the smaller organization,,,,,9,Subordinate,,2,Contributions are not deductible. ,,5,Association,1,Unconditional Exemption,,0,,0,2,0
,371659472,MOMS CLUB,% MELEAH WILLIAMS,PSC 2 BOX 6488,APO,AE,09012-0065,Charitable and religious,Charitable and religious,P30,Human Services - Multipurpose and Other,Children's, Youth Services,9,,Subordinate,2,Contributions are not deductible. ,,16,5,Association,1,Unconditional Exemption,0,0,,2,,0,0,0
,383924106,MARINE THRIFT SHOP,% DANA GRIGSBY,PSC 556 BOX 766,APO,AP,96386-0008,Charitable and religious,Charitable and religious,P29,Human Services - Multipurpose and Other,Thrift Shops,3,Independent,,1,Contributions are deductible. ,16,,1,Corporation,1,Unconditional Exemption,0,0,1,,0,,,,
,412136422,TEN SLEEPLESS KNIGHTS INC,% STANLEY JACOBS,PO BOX 411,CHRISTIANSTED,VI,00821-0411,Charitable and religious,Charitable and religious,A68,Arts, Culture and Humanities,Music,3,,Independent,1,Contributions are deductible. ,,16,1,Corporation,1,Unconditional Exemption,3,25,,000 to 99,,999,1,0
,412184288,UNITED STATES BOWLING CONGRESS INC,% ERNEST FISHBURNE,PSC 103 BOX 3555,APO,AE,09603-0036,Charitable and religious,Charitable and religious,N70,Recreation, Sports, Leisure, Athletics,,Amateur Sports Competitions,9,Subordinate,,1,Contributions are deductible. ,16,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,412279703,DRAGOON FOUNDATION,% PRESIDENT,CMR 411 GD-19,APO,AE,09112-0000,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,5,Association,1,Unconditional Exemption,1,1 to 9,999,,2,,0,17992,139
,421776153,OAKLEAF CLUB OF YOKOSUKA,% OAKLEAF CLUB OF YOKOSUKA,PSC 475 BOX 1392,FPO,AP,96350-1392,Charitable and religious,Charitable and religious,W30,Public, Society Benefit - Multipurpose and Other,Military, Veterans' Organizations,,3,Independent,1,,Contributions are deductible. ,16,5,Association,1,Unconditional Exemption,0,,0,,2,0,0
,450464045,WATERSCAPE INTERNATIONAL GROUP,% RANDOLPH FLAY,UNIT 4550 BOX 3067,DPO,AP,96521-3067,Charitable and religious,Charitable and religious,C99,Environmental Quality, Protection and Beautification,Environmental Quality, Protection,, and Beautification N.E.C.,3,Independent,,1,Contributions are deductible. ,15,1,Corporation,1,Unconditional Exemption,,0,,0,2,0
,450498661,FUNDACION CARLOS BELTRAN INC,% MBAF,PO BOX 801469,COTO LAUREL,PR,00780-1469,Charitable and religious,Charitable and religious,T222,,,3,Independent,,1,Contributions are deductible. ,,,1,Corporation,1,Unconditional Exemption,4,100,000 to 499,,999,,0,1,1436107
,452875651,HAITI CIRCLE OF FRIENDS INC,% MARILYN HOLMES,7437 FRENCHMANS BAY 15-4A,ST THOMAS,VI,00802-2801,Charitable and religious,Charitable and religious,,,,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,3,25,000 to 99,,999,,1,0,5058
,454992580,XOKIAHI CARES INC,% TRACI JORDAN-REESE,PSC 251 BOX 1083,APO,AP,96542-0008,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,460568749,TRANS-4MATION INTERNATIONAL MINISTRIES,% JAMES FLEMING,CMR 469 BOX 152,APO,AE,09227-0002,Charitable and religious,Charitable and religious,P20,Human Services - Multipurpose and Other,Human Service Organizations - Multipurpose,3,Independent,,1,Contributions are deductible. ,15,,1,Corporation,1,Unconditional Exemption,0,0,2,,0,,0,0,0
,460905853,SIERRA RULE OF LAW CENTER,% MARK LASSER,UNIT 7120 BOX 78,APO,AE,09824-7120,Charitable and religious,Charitable and religious,Q33,International, Foreign Affairs and National Security,International Relief,3,,Independent,1,Contributions are deductible. ,,15,1,Corporation,1,Unconditional Exemption,0,0,,2,,0,0,0
,461392005,MOMS CLUB,% ANGELA SAENKO,PSC 46 BOX 475,APO,AE,09469-0005,Charitable and religious,Charitable and religious,P30,Human Services - Multipurpose and Other,Children's, Youth Services,9,,Subordinate,1,Contributions are deductible. ,,16,5,Association,1,Unconditional Exemption,0,0,,1,,0,,
